shuffle_id,status,max_real_part,min_kappa_in,min_kappa_out
221,stable,-1.000000000000000,-1.840570364028281,-1.541822131257504
222,stable,-1.000000000000000,-2.250596461008172,-1.354506382733234
223,stable,-1.000000000000000,-1.876869392537174,-1.311776755610481
224,stable,-1.000000000000000,-1.773856837127823,-1.410675179344253
225,stable,-1.000000000000000,-1.958906910258520,-1.606135437576086
226,stable,-1.000000000000000,-3.226335285566165,-1.554170294781215
227,stable,-1.000000000000000,-3.414263414407742,-1.340584043413401
228,stable,-1.000000000000000,-1.986189040329691,-1.583305693755392
229,stable,-1.000000000000000,-1.926807376454235,-1.683247889333870
230,stable,-1.000000000000000,-2.314140741582378,-1.364830020269437
231,stable,-1.000000000000000,-1.573378108663746,-1.332358345061948
232,stable,-1.000000000000000,-4.535571760478888,-1.216287518036552
233,stable,-1.000000000000000,-1.619620275971101,-1.641606844612397
234,stable,-1.000000000000000,-2.910699068425856,-1.401665943456464
235,stable,-1.000000000000000,-3.254903983903205,-1.478174739168026
236,stable,-1.000000000000000,-2.743252689883775,-1.559993580041919
237,stable,-1.000000000000000,-3.198609882696474,-2.015900360558589
238,stable,-1.000000000000000,-2.238390087368316,-1.726752682821825
239,stable,-1.000000000000000,-1.690139398305291,-1.784045469830744
240,stable,-1.000000000000000,-3.979824606714828,-1.307459065516014
241,stable,-1.000000000000000,-2.729379156677169,-1.502554573060479
242,stable,-1.000000000000000,-2.784556102987608,-1.877440281554300
243,stable,-1.000000000000000,-1.668283253195114,-1.541747927738470
244,stable,-1.000000000000000,-2.904350570739552,-1.509406493569259
245,stable,-1.000000000000000,-1.833244737292489,-1.491075720870867
246,stable,-1.000000000000000,-2.114929330884479,-1.627072433417197
247,stable,-1.000000000000000,-1.784842917841161,-1.718219070986379
248,stable,-1.000000000000000,-1.991031814864982,-1.368708428170066
249,stable,-1.000000000000000,-2.238596724448144,-1.621342230297159
250,stable,-1.000000000000000,-1.634206479546265,-1.606642442202428
251,stable,-1.000000000000000,-1.901374627646874,-1.550881333634607
252,stable,-1.000000000000000,-2.924740055266739,-1.458894034498371
253,stable,-1.000000000000000,-2.103471850605274,-1.609161163316458
254,stable,-1.000000000000000,-1.523429293669324,-1.309735346934758
255,stable,-1.000000000000000,-2.913788558733359,-1.525699492252897
256,stable,-1.000000000000000,-1.436639838706469,-1.605126377166016
257,stable,-1.000000000000000,-2.244076633178338,-1.478126254747622
258,stable,-1.000000000000000,-3.687731834952956,-1.649979528838230
259,stable,-1.000000000000000,-2.877599481100333,-1.502219437963504
260,stable,-1.000000000000000,-1.665015556733124,-1.439810433745151
261,stable,-1.000000000000000,-1.619178477179958,-1.926367142528761
262,stable,-1.000000000000000,-2.902499019278821,-1.182527826080332
263,stable,-1.000000000000000,-2.853103736293633,-1.470410720066866
264,stable,-1.000000000000000,-1.758818784088362,-1.662535850795393
265,stable,-1.000000000000000,-1.621752564569761,-2.067718505917583
266,stable,-1.000000000000000,-2.102130884430153,-1.815041254420066
267,stable,-1.000000000000000,-2.393934260723654,-1.540509797399864
268,stable,-1.000000000000000,-1.978831557225476,-1.554281094460748
269,stable,-1.000000000000000,-3.061364392305222,-1.900508821701806
270,stable,-1.000000000000000,-1.896997065545293,-1.441351238812786
271,stable,-1.000000000000000,-2.146842312295121,-1.562251870549517
272,stable,-1.000000000000000,-1.475375281173910,-1.323489759502991
273,stable,-1.000000000000000,-3.170495134618250,-1.321323444106383
274,stable,-1.000000000000000,-2.995559704570042,-1.715993178775534
275,stable,-1.000000000000000,-3.632986752940269,-1.496647117164684
276,stable,-1.000000000000000,-1.607030022554682,-1.358923619387497
277,stable,-1.000000000000000,-1.848329247550282,-1.455842276103795
278,stable,-1.000000000000000,-2.379080708305992,-1.483946803840809
279,stable,-1.000000000000000,-1.414687089494691,-1.747349241559277
280,stable,-1.000000000000000,-2.284380441486519,-1.782140561233973
281,stable,-1.000000000000000,-2.537204270327493,-1.243472267342213
282,stable,-1.000000000000000,-1.891720679705031,-1.611391766680754
283,stable,-1.000000000000000,-2.149619711130072,-1.273608037416125
284,stable,-1.000000000000000,-2.755645851199006,-1.500671120011248
285,stable,-1.000000000000000,-2.135409943912236,-1.366835571272532
286,stable,-1.000000000000000,-1.849028218332023,-1.785603926371550
287,stable,-1.000000000000000,-2.723412472252676,-1.184236323722871
288,stable,-1.000000000000000,-1.995702876396535,-1.200283242185833
289,stable,-1.000000000000000,-2.337615584052401,-1.941774012550013
290,stable,-1.000000000000000,-2.095613979789050,-1.660999652100145
291,stable,-1.000000000000000,-3.147371447321575,-1.296439252706477
292,stable,-1.000000000000000,-2.207889453260577,-1.671919475134928
293,stable,-1.000000000000000,-2.225580821837866,-1.479663718026131
294,stable,-1.000000000000000,-1.449539419711073,-1.725477254367433
295,stable,-1.000000000000000,-2.066858069512818,-2.399927791673690
296,stable,-1.000000000000000,-2.813207795137714,-1.426318721787538
297,stable,-1.000000000000000,-2.412814104834979,-1.454262088867836
298,stable,-1.000000000000000,-1.967156759441423,-1.390491051366553
299,stable,-1.000000000000000,-2.290243906267278,-1.307259817302111
300,stable,-1.000000000000000,-2.417768002276716,-1.336065080249682
301,stable,-1.000000000000000,-1.170334379243286,-1.296864804084180
302,stable,-1.000000000000000,-1.578197786920100,-1.558806112021557
303,stable,-1.000000000000000,-2.473155283279084,-1.677295787143521
304,stable,-1.000000000000000,-2.145670438163052,-1.332691382092889
305,stable,-1.000000000000000,-2.109447360264312,-2.282744028721936
306,stable,-1.000000000000000,-2.177006283131050,-1.446153731827508
307,stable,-1.000000000000000,-2.151812285577762,-1.262714471784420
308,stable,-1.000000000000000,-2.120418552694900,-1.750517726584803
309,stable,-1.000000000000000,-2.578473465560819,-1.770398633336299
310,stable,-1.000000000000000,-2.147056260480895,-1.242339653894305
311,stable,-1.000000000000000,-1.799170992189829,-1.346536572884361
312,stable,-1.000000000000000,-2.847903255387791,-1.769743220589589
313,stable,-1.000000000000000,-1.638818311297655,-1.588336468761554
314,stable,-1.000000000000000,-2.031883619898508,-1.475708602578379
315,stable,-1.000000000000000,-1.520182340966130,-1.360858901462052
316,stable,-1.000000000000000,-2.708145103053539,-1.387195713876281
317,stable,-1.000000000000000,-1.604435589579225,-1.372093846555799
318,stable,-1.000000000000000,-2.190685511113770,-1.491268989397213
319,stable,-1.000000000000000,-1.384281646333875,-1.646264770475682
320,stable,-1.000000000000000,-2.168985340482322,-1.357521980360616
321,stable,-1.000000000000000,-2.609822370268375,-1.313348658528412
322,stable,-1.000000000000000,-2.201139219010656,-1.507432719736244
323,stable,-1.000000000000000,-2.337708387232851,-1.486321060075170
324,stable,-1.000000000000000,-1.688651207186922,-1.233006772352383
325,stable,-1.000000000000000,-3.384494501722656,-2.009096216672333
326,stable,-1.000000000000000,-2.332533775263983,-1.389703575314343
327,stable,-1.000000000000000,-2.255735349390307,-1.395587008246366
328,stable,-1.000000000000000,-2.146951464663289,-1.280975680230767
329,stable,-1.000000000000000,-3.046326782932738,-1.329699057911057
330,stable,-1.000000000000000,-2.766163267471711,-1.689591759466566
331,stable,-1.000000000000000,-2.521177135373364,-1.169475902453996
332,stable,-1.000000000000000,-1.672408438207640,-1.668805794441141
333,stable,-1.000000000000000,-1.971548966306727,-1.447400837940222
334,stable,-1.000000000000000,-2.093657220048044,-1.369110913481563
335,stable,-1.000000000000000,-2.852574114879644,-1.434000282977649
336,stable,-1.000000000000000,-2.329843128818538,-1.461397336388472
337,stable,-1.000000000000000,-1.826186238987248,-1.630668474012055
338,stable,-1.000000000000000,-2.193963686044299,-1.444679152395111
339,stable,-1.000000000000000,-2.032968229093967,-1.654948239613077
340,stable,-1.000000000000000,-2.248260571758692,-1.988327842285798
341,stable,-1.000000000000000,-2.399534336393117,-1.140022645151475
342,stable,-1.000000000000000,-2.018137706152629,-1.453979102172525
343,stable,-1.000000000000000,-1.925563459721161,-1.251847287770943
344,stable,-1.000000000000000,-2.723400762995880,-1.477882543811575
345,stable,-1.000000000000000,-2.085824592628342,-1.331581059959717
346,stable,-1.000000000000000,-1.980689953437832,-1.407617830613162
347,stable,-1.000000000000000,-2.173226834856905,-1.421996761393530
348,stable,-1.000000000000000,-1.554851902790688,-1.561084739492799
349,stable,-1.000000000000000,-2.724496850438300,-1.441818624036387
350,stable,-1.000000000000000,-2.779605934916617,-1.925743776613672
351,stable,-1.000000000000000,-3.124531640580244,-1.175025643751724
352,stable,-1.000000000000000,-1.820053547007774,-1.320904474996496
353,stable,-1.000000000000000,-2.686678577074417,-1.516257265233435
354,stable,-1.000000000000000,-1.634393035892572,-1.738362653341028
355,stable,-1.000000000000000,-1.849577954131746,-1.631531946608447
356,stable,-1.000000000000000,-1.497019772196836,-1.376631200924749
357,stable,-1.000000000000000,-1.661110068380367,-1.471484994603088
358,stable,-1.000000000000000,-2.478236583397120,-1.658655142526641
359,stable,-1.000000000000000,-1.714205090573159,-1.616645200265339
360,stable,-1.000000000000000,-2.318188433418982,-1.370269432925852
361,stable,-1.000000000000000,-1.968018407700583,-1.524763035395154
362,stable,-1.000000000000000,-2.626721724118397,-1.664003392623272
363,stable,-1.000000000000000,-1.444395357662870,-1.604978145915084
364,stable,-1.000000000000000,-2.325789251495735,-1.717326677171513
365,stable,-1.000000000000000,-2.473758363097659,-1.385432587041578
366,stable,-1.000000000000000,-1.673034230152552,-1.361141354020219
367,stable,-1.000000000000000,-1.669505878395285,-1.511679333576467
368,stable,-1.000000000000000,-1.788857991043187,-1.593499175394754
369,stable,-1.000000000000000,-1.669198289651831,-1.427400010232304
370,stable,-1.000000000000000,-1.403970002991855,-1.330059206746228
371,stable,-1.000000000000000,-1.288701137420503,-1.302745947417861
372,stable,-1.000000000000000,-1.843070078044548,-1.809492807136849
373,stable,-1.000000000000000,-3.426601860846858,-1.356137762544677
374,stable,-1.000000000000000,-3.488476483687919,-1.395344808930531
375,stable,-1.000000000000000,-2.183703363933091,-1.292210482191877
376,stable,-1.000000000000000,-1.989144698831296,-1.461800631979713
377,stable,-1.000000000000000,-2.729231060240636,-1.531499396776780
378,stable,-1.000000000000000,-2.237708825679874,-1.708099406678230
379,stable,-1.000000000000000,-2.418818360912155,-1.088994247635128
380,stable,-1.000000000000000,-2.310670130137623,-1.353236175840721
381,stable,-1.000000000000000,-2.836953673671815,-1.489798009874903
382,stable,-1.000000000000000,-2.820241415989585,-1.875558396994165
383,stable,-1.000000000000000,-2.080505599811659,-1.311932333745062
384,stable,-1.000000000000000,-1.435338481089275,-1.630352216947358
385,stable,-1.000000000000000,-2.003017198376256,-1.587431708758231
386,stable,-1.000000000000000,-2.392137672632089,-1.346603545825928
387,stable,-1.000000000000000,-2.411110446199018,-1.300288075639401
388,stable,-1.000000000000000,-3.227056348820042,-1.788517460809089
389,stable,-1.000000000000000,-1.746771909041627,-1.279563429590780
390,stable,-1.000000000000000,-2.598008522560121,-1.346285377047025
391,stable,-1.000000000000000,-1.621038297478663,-1.391560561125516
392,stable,-1.000000000000000,-4.241265239101722,-1.671597095322795
393,stable,-1.000000000000000,-2.124865926598432,-1.691804789326852
394,stable,-1.000000000000000,-4.181894491484854,-1.617154143052176
395,stable,-1.000000000000000,-1.782606368460620,-1.441859494370874
396,stable,-1.000000000000000,-1.267938712754585,-1.171756673913478
397,stable,-1.000000000000000,-2.010933164045127,-1.196968367065892
398,stable,-1.000000000000000,-2.439921552322630,-1.400058913583052
399,stable,-1.000000000000000,-3.191483677386714,-1.617512212775182
400,stable,-1.000000000000000,-2.065525355371392,-1.784990188549273
401,stable,-1.000000000000000,-1.868063192869158,-1.344123110684450
402,stable,-1.000000000000000,-2.333932554633066,-1.283999615465291
403,stable,-1.000000000000000,-1.547136560071522,-1.598162791924551
404,stable,-1.000000000000000,-2.894191259121726,-1.475421699840808
405,stable,-1.000000000000000,-2.626704287983102,-1.556179233797593
406,stable,-1.000000000000000,-3.189942280856485,-1.894672585098306
407,stable,-1.000000000000000,-2.245094482088462,-1.584330145046124
408,stable,-1.000000000000000,-2.022201582047273,-1.577053595508914
409,stable,-1.000000000000000,-2.275433715927647,-1.410345559532288
410,stable,-1.000000000000000,-2.313950085641409,-1.493129708687775
411,stable,-1.000000000000000,-2.419815734648864,-1.344435788865667
412,stable,-1.000000000000000,-2.787950385245495,-1.692453055991791
413,stable,-1.000000000000000,-1.572582898021210,-1.613697216555011
414,stable,-1.000000000000000,-1.709934956277721,-1.341375572621473
415,stable,-1.000000000000000,-1.483778070484732,-1.881889278418384
416,stable,-1.000000000000000,-2.947101291640138,-1.286737691145390
417,stable,-1.000000000000000,-2.648545626390842,-1.445439562868842
418,stable,-1.000000000000000,-1.531376698061649,-1.366486727900337
419,stable,-1.000000000000000,-1.157902412178373,-1.933368946309201
420,stable,-1.000000000000000,-2.107084605064301,-1.491402574320091
421,stable,-1.000000000000000,-2.077270545440115,-1.337885558910784
422,stable,-1.000000000000000,-2.965562674259672,-2.502330482064281
423,stable,-1.000000000000000,-2.272228093599551,-1.338794573646737
424,stable,-1.000000000000000,-2.265345808787970,-1.336676629995054
425,stable,-1.000000000000000,-1.663688113352691,-1.564382139651570
426,stable,-1.000000000000000,-1.523222403262480,-1.855748676367512
427,stable,-1.000000000000000,-1.887833132874221,-1.120707265858073
428,stable,-1.000000000000000,-3.125384264427339,-1.788448761217296
429,stable,-1.000000000000000,-2.256545046031533,-1.193931487199734
430,stable,-1.000000000000000,-2.547007307597596,-1.430615411009057
431,stable,-1.000000000000000,-1.842122497517266,-1.495669688563794
432,stable,-1.000000000000000,-3.312200217154896,-1.532615227537462
433,stable,-1.000000000000000,-2.535633398668324,-1.386125453427667
434,stable,-1.000000000000000,-1.740404359174136,-1.469854769937228
